Place,Business2015,Employment2015
"Z02769 (Rehoboth, MA)",261,1125
"Z02770 (Rochester, MA)",85,336
"Z02771 (Seekonk, MA)",547,7261
"Z02777 (Swansea, MA)",442,4821
"Z02779 (Berkley, MA)",102,473
"Z02780 (Taunton, MA)",1046,20916
"Z02790 (Westport, MA)",399,2816
"Z02791 (Westport Point, MA)",6,31
"Z02801 (Adamsville, RI)",4,4
"Z02802 (Albion, RI)",12,75
"Z02804 (Ashaway, RI)",73,575
"Z02806 (Barrington, RI)",351,3264
"Z02807 (Block Island, RI)",190,355
"Z02808 (Bradford, RI)",24,69
"Z02809 (Bristol, RI)",535,7226
"Z02812 (Carolina, RI)",21,32
"Z02813 (Charlestown, RI)",189,899
"Z02814 (Chepachet, RI)",142,884
"Z02815 (Clayville, RI)",2,a
"Z02816 (Coventry, RI)",573,6228
"Z02817 (West Greenwich, RI)",155,2576
"Z02818 (East Greenwich, RI)",697,9486
"Z02822 (Exeter, RI)",152,1468
"Z02823 (Fiskeville, RI)",2,b
"Z02824 (Forestdale, RI)",8,125
"Z02825 (Foster, RI)",89,290
"Z02826 (Glendale, RI)",15,105
"Z02827 (Greene, RI)",30,107
"Z02828 (Greenville, RI)",231,2616
"Z02829 (Harmony, RI)",13,117
"Z02830 (Harrisville, RI)",107,710
"Z02831 (Hope, RI)",63,190
"Z02832 (Hope Valley, RI)",86,539
"Z02833 (Hopkinton, RI)",12,96
"Z02835 (Jamestown, RI)",163,803
"Z02836 (Kenyon, RI)",3,b
"Z02837 (Little Compton, RI)",109,365
"Z02838 (Manville, RI)",46,350
"Z02839 (Mapleville, RI)",17,101
"Z02840 (Newport, RI)",1072,12636
"Z02841 (Newport, RI)",30,367
"Z02842 (Middletown, RI)",624,9190
"Z02852 (North Kingstown, RI)",782,14447
"Z02857 (North Scituate, RI)",164,873
"Z02858 (Oakland, RI)",8,68
"Z02859 (Pascoag, RI)",95,1536
"Z02860 (Pawtucket, RI)",983,14066
"Z02861 (Pawtucket, RI)",425,5557
"Z02862 (Pawtucket, RI)",11,g
"Z02863 (Central Falls, RI)",218,2156
"Z02864 (Cumberland, RI)",711,10243
"Z02865 (Lincoln, RI)",599,13962
"Z02871 (Portsmouth, RI)",426,4545
"Z02872 (Prudence Island, RI)",3,9
"Z02873 (Rockville, RI)",5,5
"Z02874 (Saunderstown, RI)",93,346
"Z02875 (Shannock, RI)",7,25
"Z02876 (Slatersville, RI)",42,622
"Z02877 (Slocum, RI)",2,a
"Z02878 (Tiverton, RI)",315,2083
"Z02879 (Wakefield, RI)",650,7233
"Z02880 (Wakefield, RI)",17,109
"Z02881 (Kingston, RI)",105,1311
"Z02882 (Narragansett, RI)",405,3423
"Z02883 (Peace Dale, RI)",22,260
"Z02885 (Warren, RI)",353,3539
"Z02886 (Warwick, RI)",1646,32640
"Z02887 (Warwick, RI)",14,292
"Z02888 (Warwick, RI)",659,7857
"Z02889 (Warwick, RI)",399,3630
"Z02891 (Westerly, RI)",729,7460
"Z02892 (West Kingston, RI)",109,2867
"Z02893 (West Warwick, RI)",517,7162
"Z02894 (Wood River Junction, RI)",12,70
"Z02895 (Woonsocket, RI)",797,13654
"Z02896 (North Smithfield, RI)",305,3500
"Z02898 (Wyoming, RI)",79,891
"Z02901 (Providence, RI)",14,59
"Z02902 (Providence, RI)",5,90
"Z02903 (Providence, RI)",1649,42492
"Z02904 (Providence, RI)",777,13560
"Z02905 (Providence, RI)",528,11055
"Z02906 (Providence, RI)",752,11366
"Z02907 (Providence, RI)",546,7602
"Z02908 (Providence, RI)",524,12748
"Z02909 (Providence, RI)",648,6291
"Z02910 (Cranston, RI)",561,7192
"Z02911 (North Providence, RI)",219,1528
"Z02912 (Providence, RI)",11,i
"Z02914 (East Providence, RI)",770,10642
"Z02915 (Riverside, RI)",345,6276
"Z02916 (Rumford, RI)",202,3321
"Z02917 (Smithfield, RI)",573,10671
"Z02918 (Providence, RI)",15,g
"Z02919 (Johnston, RI)",961,11599
"Z02920 (Cranston, RI)",1193,19965
"Z02921 (Cranston, RI)",283,4010
"Z02940 (Providence, RI)",14,189
"Z03031 (Amherst, NH)",421,4244
"Z03032 (Auburn, NH)",140,1485
"Z03033 (Brookline, NH)",82,525
"Z03034 (Candia, NH)",84,540
"Z03036 (Chester, NH)",59,216
"Z03037 (Deerfield, NH)",77,325
"Z03038 (Derry, NH)",650,7466
"Z03041 (East Derry, NH)",4,23
"Z03042 (Epping, NH)",189,2753
"Z03043 (Francestown, NH)",21,82
"Z03044 (Fremont, NH)",56,298
"Z03045 (Goffstown, NH)",247,2082
"Z03046 (Dunbarton, NH)",41,159
"Z03047 (Greenfield, NH)",34,970
"Z03048 (Greenville, NH)",58,360
"Z03049 (Hollis, NH)",165,1272
"Z03051 (Hudson, NH)",619,8381
"Z03052 (Litchfield, NH)",87,576
"Z03053 (Londonderry, NH)",703,12365
"Z03054 (Merrimack, NH)",734,14389
"Z03055 (Milford, NH)",403,5717
"Z03057 (Mont Vernon, NH)",28,163
"Z03060 (Nashua, NH)",1283,21968
"Z03061 (Nashua, NH)",32,i
"Z03062 (Nashua, NH)",452,9182
"Z03063 (Nashua, NH)",598,11683
"Z03064 (Nashua, NH)",257,2423
"Z03070 (New Boston, NH)",110,527
"Z03071 (New Ipswich, NH)",108,944
"Z03073 (North Salem, NH)",4,19
"Z03076 (Pelham, NH)",285,3182
"Z03077 (Raymond, NH)",169,2728
"Z03079 (Salem, NH)",1264,21719
"Z03082 (Lyndeborough, NH)",25,104
"Z03084 (Temple, NH)",27,98
"Z03086 (Wilton, NH)",100,1069
"Z03087 (Windham, NH)",358,2981
"Z03101 (Manchester, NH)",814,14208
"Z03102 (Manchester, NH)",420,8916
"Z03103 (Manchester, NH)",1078,24098
"Z03104 (Manchester, NH)",569,8128
"Z03105 (Manchester, NH)",19,471
"Z03106 (Hooksett, NH)",463,9985
"Z03108 (Manchester, NH)",31,848
"Z03109 (Manchester, NH)",284,5526
"Z03110 (Bedford, NH)",898,12525
"Z03111 (Manchester, NH)",3,5
"Z03215 (Waterville Valley, NH)",27,765
"Z03216 (Andover, NH)",38,402
"Z03217 (Ashland, NH)",71,813
"Z03218 (Barnstead, NH)",18,69
"Z03220 (Belmont, NH)",158,1594
"Z03221 (Bradford, NH)",44,305
"Z03222 (Bristol, NH)",132,1249
"Z03223 (Campton, NH)",91,470
"Z03224 (Canterbury, NH)",38,102
"Z03225 (Center Barnstead, NH)",45,139
"Z03226 (Center Harbor, NH)",31,262
"Z03227 (Center Sandwich, NH)",29,129
"Z03229 (Contoocook, NH)",104,1414
"Z03230 (Danbury, NH)",18,246
"Z03231 (East Andover, NH)",5,41
"Z03233 (Elkins, NH)",4,26
"Z03234 (Epsom, NH)",104,1135
"Z03235 (Franklin, NH)",146,2034
"Z03237 (Gilmanton, NH)",26,95
"Z03240 (Grafton, NH)",8,43
"Z03241 (Hebron, NH)",22,71
"Z03242 (Henniker, NH)",127,1833
"Z03243 (Hill, NH)",8,9
"Z03244 (Hillsborough, NH)",135,1794
"Z03245 (Holderness, NH)",50,444
"Z03246 (Laconia, NH)",536,8255
"Z03247 (Laconia, NH)",32,211
"Z03249 (Gilford, NH)",232,2289
"Z03251 (Lincoln, NH)",140,2257
"Z03252 (Lochmere, NH)",6,23
"Z03253 (Meredith, NH)",253,2749
"Z03254 (Moultonborough, NH)",161,919
"Z03255 (Newbury, NH)",37,814
"Z03256 (New Hampton, NH)",35,460
"Z03257 (New London, NH)",196,2388
"Z03258 (Chichester, NH)",66,408
"Z03259 (North Sandwich, NH)",10,54
"Z03260 (North Sutton, NH)",23,203
"Z03261 (Northwood, NH)",86,747
"Z03262 (North Woodstock, NH)",46,312
"Z03263 (Pittsfield, NH)",95,1106
"Z03264 (Plymouth, NH)",231,3241
"Z03266 (Rumney, NH)",46,273
"Z03268 (Salisbury, NH)",17,62
"Z03269 (Sanbornton, NH)",38,470
"Z03272 (South Newbury, NH)",2,a
"Z03273 (South Sutton, NH)",10,19
"Z03275 (Suncook, NH)",192,2276
"Z03276 (Tilton, NH)",286,5025
"Z03278 (Warner, NH)",62,750
"Z03279 (Warren, NH)",15,48
"Z03280 (Washington, NH)",9,28
"Z03281 (Weare, NH)",130,1302
"Z03282 (Wentworth, NH)",14,155
"Z03284 (Springfield, NH)",25,164
"Z03285 (Thornton, NH)",21,82
"Z03287 (Wilmot, NH)",35,115
"Z03289 (Winnisquam, NH)",5,38
"Z03290 (Nottingham, NH)",33,88
"Z03291 (West Nottingham, NH)",6,29
"Z03293 (Woodstock, NH)",6,14
"Z03301 (Concord, NH)",1577,28698
"Z03302 (Concord, NH)",33,962
"Z03303 (Concord, NH)",173,1540
"Z03304 (Bow, NH)",212,2986
"Z03307 (Loudon, NH)",84,445
"Z03431 (Keene, NH)",843,16014
"Z03435 (Keene, NH)",3,c
"Z03440 (Antrim, NH)",47,309
"Z03441 (Ashuelot, NH)",2,b
"Z03442 (Bennington, NH)",18,380
"Z03443 (Chesterfield, NH)",14,583
"Z03444 (Dublin, NH)",51,410
"Z03445 (Sullivan, NH)",6,26
"Z03446 (Swanzey, NH)",105,1487
"Z03447 (Fitzwilliam, NH)",45,209
"Z03448 (Gilsum, NH)",17,146
"Z03449 (Hancock, NH)",41,165
"Z03450 (Harrisville, NH)",17,86
"Z03451 (Hinsdale, NH)",53,599
"Z03452 (Jaffrey, NH)",157,2310
"Z03455 (Marlborough, NH)",45,305
"Z03456 (Marlow, NH)",6,39
"Z03457 (Nelson, NH)",10,22
"Z03458 (Peterborough, NH)",293,4171
"Z03461 (Rindge, NH)",116,1604
"Z03462 (Spofford, NH)",26,285
"Z03464 (Stoddard, NH)",14,69
"Z03465 (Troy, NH)",29,187
"Z03466 (West Chesterfield, NH)",37,285
"Z03467 (Westmoreland, NH)",38,168
"Z03468 (West Peterborough, NH)",3,11
"Z03469 (West Swanzey, NH)",21,121
"Z03470 (Winchester, NH)",84,738
"Z03561 (Littleton, NH)",321,4418
"Z03570 (Berlin, NH)",183,1869
"Z03574 (Bethlehem, NH)",59,313
"Z03575 (Bretton Woods, NH)",7,f
"Z03576 (Colebrook, NH)",129,1076
"Z03579 (Errol, NH)",19,135
"Z03580 (Franconia, NH)",78,645
"Z03581 (Gorham, NH)",130,1643
"Z03582 (Groveton, NH)",32,146
"Z03583 (Jefferson, NH)",25,175
"Z03584 (Lancaster, NH)",143,1489
"Z03585 (Lisbon, NH)",42,786
"Z03586 (Sugar Hill, NH)",11,65
"Z03588 (Milan, NH)",20,124
"Z03589 (Mount Washington, NH)",1,b
"Z03590 (North Stratford, NH)",17,91
"Z03592 (Pittsburg, NH)",40,252
"Z03593 (Randolph, NH)",4,8
"Z03595 (Twin Mountain, NH)",19,117
"Z03597 (West Stewartstown, NH)",11,81
"Z03598 (Whitefield, NH)",68,541
"Z03601 (Acworth, NH)",5,7
"Z03602 (Alstead, NH)",54,195
"Z03603 (Charlestown, NH)",83,2238
"Z03605 (Lempster, NH)",9,51
"Z03607 (South Acworth, NH)",9,32
"Z03608 (Walpole, NH)",104,1035
"Z03609 (North Walpole, NH)",18,236
"Z03740 (Bath, NH)",13,49
"Z03741 (Canaan, NH)",54,444
"Z03743 (Claremont, NH)",354,4775
"Z03745 (Cornish, NH)",16,39
"Z03746 (Cornish Flat, NH)",8,30
"Z03748 (Enfield, NH)",90,589
"Z03749 (Enfield Center, NH)",2,a
"Z03750 (Etna, NH)",16,136
"Z03751 (Georges Mills, NH)",15,110
"Z03752 (Goshen, NH)",7,22
"Z03753 (Grantham, NH)",44,194
"Z03754 (Guild, NH)",4,25
"Z03755 (Hanover, NH)",265,13037
"Z03756 (Lebanon, NH)",14,i
"Z03765 (Haverhill, NH)",5,9
"Z03766 (Lebanon, NH)",429,6822
"Z03768 (Lyme, NH)",42,268
"Z03769 (Lyme Center, NH)",6,64
"Z03770 (Meriden, NH)",16,237
"Z03771 (Monroe, NH)",12,83
"Z03773 (Newport, NH)",206,3395
"Z03774 (North Haverhill, NH)",47,400
"Z03777 (Orford, NH)",32,113
"Z03779 (Piermont, NH)",11,35
"Z03780 (Pike, NH)",9,176
"Z03781 (Plainfield, NH)",26,111
"Z03782 (Sunapee, NH)",63,253
"Z03784 (West Lebanon, NH)",284,4430
"Z03785 (Woodsville, NH)",82,1089
"Z03801 (Portsmouth, NH)",1897,36071
"Z03802 (Portsmouth, NH)",33,326
"Z03803 (Portsmouth, NH)",2,a
"Z03804 (Portsmouth, NH)",7,83
"Z03809 (Alton, NH)",89,664
"Z03810 (Alton Bay, NH)",34,79
"Z03811 (Atkinson, NH)",130,1082
"Z03812 (Bartlett, NH)",32,705
"Z03813 (Center Conway, NH)",84,860
"Z03814 (Center Ossipee, NH)",54,338
"Z03815 (Center Strafford, NH)",1,a
"Z03816 (Center Tuftonboro, NH)",25,132
"Z03817 (Chocorua, NH)",15,28
"Z03818 (Conway, NH)",204,1723
"Z03819 (Danville, NH)",49,133
"Z03820 (Dover, NH)",854,15365
"Z03821 (Dover, NH)",24,233
"Z03823 (Madbury, NH)",26,121
"Z03824 (Durham, NH)",205,2457
"Z03825 (Barrington, NH)",166,1538
"Z03826 (East Hampstead, NH)",58,639
"Z03827 (East Kingston, NH)",63,232
"Z03830 (East Wakefield, NH)",17,79
"Z03832 (Eaton Center, NH)",11,39
"Z03833 (Exeter, NH)",707,10535
"Z03835 (Farmington, NH)",114,748
"Z03836 (Freedom, NH)",27,355
"Z03837 (Gilmanton Iron Works, NH)",16,69
"Z03838 (Glen, NH)",46,358
"Z03839 (Rochester, NH)",72,732
"Z03840 (Greenland, NH)",166,1915
"Z03841 (Hampstead, NH)",186,1593
"Z03842 (Hampton, NH)",524,4484
"Z03843 (Hampton, NH)",19,177
"Z03844 (Hampton Falls, NH)",90,428
"Z03845 (Intervale, NH)",47,284
"Z03846 (Jackson, NH)",42,424
"Z03847 (Kearsarge, NH)",8,56
"Z03848 (Kingston, NH)",165,1265
"Z03849 (Madison, NH)",39,464
"Z03850 (Melvin Village, NH)",15,98
"Z03851 (Milton, NH)",43,503
"Z03852 (Milton Mills, NH)",9,66
"Z03853 (Mirror Lake, NH)",11,48
"Z03854 (New Castle, NH)",30,311
"Z03855 (New Durham, NH)",36,128
"Z03856 (Newfields, NH)",53,635
"Z03857 (Newmarket, NH)",136,1051
"Z03858 (Newton, NH)",57,340
"Z03859 (Newton Junction, NH)",1,a
"Z03860 (North Conway, NH)",370,5302
"Z03861 (Lee, NH)",68,544
"Z03862 (North Hampton, NH)",229,2449
"Z03864 (Ossipee, NH)",73,493
"Z03865 (Plaistow, NH)",353,3884
"Z03866 (Rochester, NH)",8,54
"Z03867 (Rochester, NH)",482,7736
"Z03868 (Rochester, NH)",81,744
"Z03869 (Rollinsford, NH)",52,394
"Z03870 (Rye, NH)",126,1109
"Z03871 (Rye Beach, NH)",18,82
"Z03872 (Sanbornville, NH)",70,412
"Z03873 (Sandown, NH)",54,220
"Z03874 (Seabrook, NH)",337,5237
"Z03875 (Silver Lake, NH)",10,88
"Z03878 (Somersworth, NH)",306,5297
"Z03882 (Effingham, NH)",15,495
"Z03883 (South Tamworth, NH)",3,b
"Z03884 (Strafford, NH)",43,200
"Z03885 (Stratham, NH)",222,4125
"Z03886 (Tamworth, NH)",71,421
"Z03887 (Union, NH)",18,142
"Z03890 (West Ossipee, NH)",34,333
"Z03894 (Wolfeboro, NH)",292,2222
"Z03896 (Wolfeboro Falls, NH)",27,181
"Z03897 (Wonalancet, NH)",3,6
"Z03901 (Berwick, ME)",92,418
"Z03902 (Cape Neddick, ME)",66,247
"Z03903 (Eliot, ME)",149,921
"Z03904 (Kittery, ME)",340,3559
"Z03905 (Kittery Point, ME)",24,61
"Z03906 (North Berwick, ME)",82,2225
"Z03907 (Ogunquit, ME)",175,811
"Z03908 (South Berwick, ME)",115,770
"Z03909 (York, ME)",358,3697
"Z03910 (York Beach, ME)",46,255
"Z03911 (York Harbor, ME)",22,106
"Z04001 (Acton, ME)",35,134
"Z04002 (Alfred, ME)",143,686
"Z04003 (Bailey Island, ME)",20,50
"Z04004 (Bar Mills, ME)",9,44
"Z04005 (Biddeford, ME)",688,11300
"Z04006 (Biddeford Pool, ME)",13,16
"Z04008 (Bowdoinham, ME)",47,133
"Z04009 (Bridgton, ME)",204,2126
"Z04010 (Brownfield, ME)",16,74
"Z04011 (Brunswick, ME)",764,12384
"Z04013 (Bustins Island, ME)",1,a
"Z04014 (Cape Porpoise, ME)",7,33
"Z04015 (Casco, ME)",82,748
"Z04016 (Center Lovell, ME)",12,112
"Z04017 (Chebeague Island, ME)",27,57
"Z04020 (Cornish, ME)",60,400
"Z04021 (Cumberland Center, ME)",154,895
"Z04022 (Denmark, ME)",36,135
"Z04024 (East Baldwin, ME)",7,132
"Z04027 (Lebanon, ME)",74,322
"Z04028 (East Parsonsfield, ME)",1,a
"Z04029 (Sebago, ME)",31,89
"Z04030 (East Waterboro, ME)",48,412
"Z04032 (Freeport, ME)",362,4534
"Z04033 (Freeport, ME)",12,g
"Z04037 (Fryeburg, ME)",108,1081
"Z04038 (Gorham, ME)",415,4522
"Z04039 (Gray, ME)",215,1511
"Z04040 (Harrison, ME)",68,192
"Z04041 (Hiram, ME)",15,48
"Z04042 (Hollis Center, ME)",69,673
"Z04043 (Kennebunk, ME)",437,4388
"Z04046 (Kennebunkport, ME)",307,1467
"Z04047 (Parsonsfield, ME)",32,185
"Z04048 (Limerick, ME)",67,343
"Z04049 (Limington, ME)",47,183
"Z04050 (Long Island, ME)",6,8
"Z04051 (Lovell, ME)",38,113
"Z04054 (Moody, ME)",10,75
"Z04055 (Naples, ME)",123,595
"Z04056 (Newfield, ME)",8,24
"Z04057 (North Bridgton, ME)",8,10
"Z04061 (North Waterboro, ME)",24,97
"Z04062 (Windham, ME)",512,4562
"Z04063 (Ocean Park, ME)",13,26
"Z04064 (Old Orchard Beach, ME)",257,783
"Z04066 (Orrs Island, ME)",21,43
"Z04068 (Porter, ME)",23,234
"Z04069 (Pownal, ME)",33,81
"Z04070 (Scarborough, ME)",45,234
"Z04071 (Raymond, ME)",135,705
"Z04072 (Saco, ME)",592,6998
"Z04073 (Sanford, ME)",434,5972
"Z04074 (Scarborough, ME)",821,13742
"Z04076 (Shapleigh, ME)",33,111
"Z04077 (South Casco, ME)",8,36
"Z04078 (South Freeport, ME)",18,76
"Z04079 (Harpswell, ME)",107,244
"Z04082 (South Windham, ME)",2,a
"Z04083 (Springvale, ME)",100,833
"Z04084 (Standish, ME)",139,1733
"Z04085 (Steep Falls, ME)",15,41
"Z04086 (Topsham, ME)",273,3303
"Z04087 (Waterboro, ME)",50,309
"Z04088 (Waterford, ME)",20,52
"Z04090 (Wells, ME)",333,2416
"Z04091 (West Baldwin, ME)",12,51
"Z04092 (Westbrook, ME)",620,12706
"Z04093 (Buxton, ME)",140,763
"Z04094 (West Kennebunk, ME)",13,280
"Z04095 (West Newfield, ME)",24,73
"Z04096 (Yarmouth, ME)",345,3619
"Z04097 (North Yarmouth, ME)",96,303
"Z04098 (Westbrook, ME)",14,353
"Z04101 (Portland, ME)",1979,29466
"Z04102 (Portland, ME)",595,19374
"Z04103 (Portland, ME)",1014,14619
"Z04104 (Portland, ME)",60,1307
"Z04105 (Falmouth, ME)",469,5567
"Z04106 (South Portland, ME)",1186,22600
"Z04107 (Cape Elizabeth, ME)",183,858
"Z04108 (Peaks Island, ME)",31,129
"Z04109 (Portland, ME)",5,12
"Z04110 (Cumberland Foreside, ME)",41,655
"Z04112 (Portland, ME)",51,1311
"Z04116 (South Portland, ME)",13,43
"Z04122 (Portland, ME)",5,126
"Z04210 (Auburn, ME)",831,16318
"Z04211 (Auburn, ME)",16,319
"Z04212 (Auburn, ME)",15,337
"Z04216 (Andover, ME)",19,70
"Z04217 (Bethel, ME)",142,1153
"Z04219 (Bryant Pond, ME)",16,57
"Z04220 (Buckfield, ME)",31,190
"Z04221 (Canton, ME)",6,123
"Z04222 (Durham, ME)",69,179
"Z04224 (Dixfield, ME)",34,323
"Z04225 (Dryden, ME)",2,b
"Z04226 (East Andover, ME)",1,a
"Z04227 (East Dixfield, ME)",1,a
"Z04228 (East Livermore, ME)",1,a
"Z04230 (East Poland, ME)",1,a
"Z04231 (Stoneham, ME)",7,37
"Z04234 (East Wilton, ME)",15,89
"Z04236 (Greene, ME)",62,275
"Z04237 (Hanover, ME)",3,a
"Z04238 (Hebron, ME)",23,184
"Z04239 (Jay, ME)",81,1198
"Z04240 (Lewiston, ME)",964,20373
"Z04241 (Lewiston, ME)",21,493
"Z04243 (Lewiston, ME)",27,1892
"Z04250 (Lisbon, ME)",65,771
"Z04252 (Lisbon Falls, ME)",88,567
"Z04253 (Livermore, ME)",33,161
"Z04254 (Livermore Falls, ME)",59,595
"Z04255 (Greenwood, ME)",15,134
"Z04256 (Mechanic Falls, ME)",57,508
"Z04257 (Mexico, ME)",72,591
"Z04258 (Minot, ME)",38,152
"Z04259 (Monmouth, ME)",50,212
"Z04260 (New Gloucester, ME)",134,1009
"Z04261 (Newry, ME)",21,1521
"Z04262 (North Jay, ME)",3,b
"Z04263 (Leeds, ME)",35,263
"Z04265 (North Monmouth, ME)",17,251
"Z04266 (North Turner, ME)",5,b
"Z04267 (North Waterford, ME)",1,a
"Z04268 (Norway, ME)",152,1935
"Z04270 (Oxford, ME)",135,1630
"Z04271 (Paris, ME)",5,5
"Z04274 (Poland, ME)",94,818
"Z04275 (Roxbury, ME)",6,12
"Z04276 (Rumford, ME)",135,2365
"Z04280 (Sabattus, ME)",96,548
"Z04281 (South Paris, ME)",148,1688
"Z04282 (Turner, ME)",120,761
"Z04284 (Wayne, ME)",25,49
"Z04285 (Weld, ME)",7,11
"Z04286 (West Bethel, ME)",3,a
"Z04287 (Bowdoin, ME)",39,180
"Z04288 (West Minot, ME)",3,b
"Z04289 (West Paris, ME)",31,247
"Z04290 (Peru, ME)",23,77
"Z04291 (West Poland, ME)",3,6
"Z04292 (Sumner, ME)",7,41
"Z04294 (Wilton, ME)",70,1182
"Z04330 (Augusta, ME)",986,19084
"Z04332 (Augusta, ME)",23,522
"Z04333 (Augusta, ME)",12,61
"Z04338 (Augusta, ME)",7,606
"Z04341 (Coopers Mills, ME)",6,60
"Z04342 (Dresden, ME)",19,28
"Z04343 (East Winthrop, ME)",5,7
"Z04344 (Farmingdale, ME)",81,1011
"Z04345 (Gardiner, ME)",205,2548
"Z04346 (Randolph, ME)",24,183
"Z04347 (Hallowell, ME)",106,1020
"Z04348 (Jefferson, ME)",51,301
"Z04349 (Kents Hill, ME)",21,200
"Z04350 (Litchfield, ME)",38,136
"Z04351 (Manchester, ME)",77,565
"Z04352 (Mount Vernon, ME)",26,115
"Z04353 (Whitefield, ME)",32,154
"Z04354 (Palermo, ME)",13,23
"Z04355 (Readfield, ME)",48,195
"Z04357 (Richmond, ME)",64,639
"Z04358 (South China, ME)",85,572
"Z04359 (South Gardiner, ME)",4,19
"Z04360 (Vienna, ME)",12,27
"Z04363 (Windsor, ME)",25,156
"Z04364 (Winthrop, ME)",144,1618
"Z04401 (Bangor, ME)",1797,34238
"Z04402 (Bangor, ME)",52,1678
"Z04406 (Abbot, ME)",13,20
"Z04408 (Aurora, ME)",2,a
"Z04410 (Bradford, ME)",13,81
"Z04411 (Bradley, ME)",24,65
"Z04412 (Brewer, ME)",368,5599
"Z04413 (Brookton, ME)",3,9
"Z04414 (Brownville, ME)",14,62
"Z04415 (Brownville Junction, ME)",3,8
"Z04416 (Bucksport, ME)",113,1287
"Z04417 (Burlington, ME)",5,6
"Z04418 (Greenbush, ME)",23,126
"Z04419 (Carmel, ME)",50,143
"Z04420 (Castine, ME)",7,76
"Z04421 (Castine, ME)",32,96
"Z04422 (Charleston, ME)",22,116
"Z04424 (Danforth, ME)",39,181
"Z04426 (Dover Foxcroft, ME)",151,2310
"Z04427 (Corinth, ME)",47,290
"Z04428 (Eddington, ME)",49,292
"Z04429 (Holden, ME)",95,464
"Z04430 (East Millinocket, ME)",29,210
"Z04431 (East Orland, ME)",4,17
"Z04434 (Etna, ME)",14,89
"Z04435 (Exeter, ME)",7,32
"Z04438 (Frankfort, ME)",19,36
"Z04441 (Greenville, ME)",90,464
"Z04442 (Greenville Junction, ME)",16,53
"Z04443 (Guilford, ME)",51,890
"Z04444 (Hampden, ME)",200,1731
"Z04448 (Howland, ME)",26,159
"Z04449 (Hudson, ME)",14,75
"Z04450 (Kenduskeag, ME)",12,33
"Z04451 (Kingman, ME)",3,b
"Z04453 (Lagrange, ME)",8,16
"Z04455 (Lee, ME)",19,172
"Z04456 (Levant, ME)",41,119
"Z04457 (Lincoln, ME)",212,2402
"Z04459 (Mattawamkeag, ME)",11,30
"Z04460 (Medway, ME)",31,198
"Z04461 (Milford, ME)",35,263
"Z04462 (Millinocket, ME)",122,1174
"Z04463 (Milo, ME)",45,435
"Z04464 (Monson, ME)",14,55
"Z04468 (Old Town, ME)",172,2246
"Z04469 (Orono, ME)",17,109
"Z04471 (Orient, ME)",10,38
"Z04472 (Orland, ME)",36,300
"Z04473 (Orono, ME)",132,1735
"Z04474 (Orrington, ME)",62,292
"Z04475 (Passadumkeag, ME)",5,20
"Z04476 (Penobscot, ME)",18,73
"Z04478 (Rockwood, ME)",14,92
"Z04479 (Sangerville, ME)",19,98
"Z04481 (Sebec, ME)",14,155
"Z04485 (Shirley Mills, ME)",5,6
"Z04487 (Springfield, ME)",10,26
"Z04488 (Stetson, ME)",14,52
"Z04489 (Stillwater, ME)",8,275
"Z04490 (Topsfield, ME)",2,a
"Z04491 (Vanceboro, ME)",1,a
"Z04492 (Waite, ME)",2,a
"Z04493 (West Enfield, ME)",37,163
"Z04495 (Winn, ME)",8,73
"Z04496 (Winterport, ME)",55,285
"Z04497 (Wytopitlock, ME)",3,a
"Z04530 (Bath, ME)",339,8543
"Z04535 (Alna, ME)",14,43
"Z04537 (Boothbay, ME)",88,369
"Z04538 (Boothbay Harbor, ME)",201,1015
"Z04539 (Bristol, ME)",38,101
"Z04543 (Damariscotta, ME)",189,2348
"Z04544 (East Boothbay, ME)",42,301
"Z04547 (Friendship, ME)",46,144
"Z04548 (Georgetown, ME)",30,100
"Z04549 (Isle of Springs, ME)",1,a
"Z04551 (Bremen, ME)",21,64
"Z04553 (Newcastle, ME)",81,684
"Z04554 (New Harbor, ME)",47,89
"Z04555 (Nobleboro, ME)",46,237
"Z04556 (Edgecomb, ME)",50,195
"Z04558 (Pemaquid, ME)",14,55
"Z04562 (Phippsburg, ME)",53,98
"Z04563 (Cushing, ME)",27,67
"Z04564 (Round Pond, ME)",22,159
"Z04565 (Sebasco Estates, ME)",3,10
"Z04568 (South Bristol, ME)",17,43
"Z04570 (Squirrel Island, ME)",2,a
"Z04571 (Trevett, ME)",8,31
"Z04572 (Waldoboro, ME)",156,741
"Z04573 (Walpole, ME)",19,37
"Z04574 (Washington, ME)",28,78
"Z04575 (West Boothbay Harbor, ME)",6,13
"Z04576 (Southport, ME)",30,86
"Z04578 (Wiscasset, ME)",159,1100
"Z04579 (Woolwich, ME)",61,497
"Z04605 (Ellsworth, ME)",606,6188
"Z04606 (Addison, ME)",23,88
"Z04607 (Gouldsboro, ME)",21,91
"Z04609 (Bar Harbor, ME)",369,3744
"Z04611 (Beals, ME)",20,74
"Z04612 (Bernard, ME)",22,56
"Z04613 (Birch Harbor, ME)",8,24
"Z04614 (Blue Hill, ME)",140,1223
"Z04616 (Brooklin, ME)",35,184
"Z04617 (Brooksville, ME)",24,65
"Z04619 (Calais, ME)",139,1637
"Z04622 (Cherryfield, ME)",27,234
"Z04623 (Columbia Falls, ME)",32,177
"Z04624 (Corea, ME)",8,6
"Z04625 (Cranberry Isles, ME)",9,24
"Z04626 (Cutler, ME)",12,31
