Place,Business2011,Employment2011
"Z13201 (Syracuse, NY)",26,2067
"Z13202 (Syracuse, NY)",903,19160
"Z13203 (Syracuse, NY)",356,8908
"Z13204 (Syracuse, NY)",586,9156
"Z13205 (Syracuse, NY)",221,3650
"Z13206 (Syracuse, NY)",576,8925
"Z13207 (Syracuse, NY)",93,562
"Z13208 (Syracuse, NY)",408,4374
"Z13209 (Syracuse, NY)",292,4021
"Z13210 (Syracuse, NY)",506,15917
"Z13211 (Syracuse, NY)",242,3707
"Z13212 (Syracuse, NY)",607,11447
"Z13214 (Syracuse, NY)",427,9768
"Z13215 (Syracuse, NY)",212,2458
"Z13217 (Syracuse, NY)",9,102
"Z13218 (Syracuse, NY)",4,10
"Z13219 (Syracuse, NY)",313,4728
"Z13220 (Syracuse, NY)",13,547
"Z13221 (Syracuse, NY)",31,1391
"Z13224 (Syracuse, NY)",185,2651
"Z13244 (Syracuse, NY)",15,i
"Z13250 (Syracuse, NY)",2,b
"Z13261 (Syracuse, NY)",6,34
"Z13290 (Syracuse, NY)",155,3035
"Z13301 (Alder Creek, NY)",4,a
"Z13302 (Altmar, NY)",16,21
"Z13303 (Ava, NY)",12,a
"Z13304 (Barneveld, NY)",67,411
"Z13305 (Beaver Falls, NY)",14,162
"Z13308 (Blossvale, NY)",36,212
"Z13309 (Boonville, NY)",135,989
"Z13310 (Bouckville, NY)",17,115
"Z13312 (Brantingham, NY)",11,b
"Z13313 (Bridgewater, NY)",9,b
"Z13314 (Brookfield, NY)",5,a
"Z13315 (Burlington Flats, NY)",10,50
"Z13316 (Camden, NY)",123,1211
"Z13317 (Canajoharie, NY)",59,639
"Z13318 (Cassville, NY)",6,11
"Z13319 (Chadwicks, NY)",22,233
"Z13320 (Cherry Valley, NY)",29,87
"Z13321 (Clark Mills, NY)",10,52
"Z13322 (Clayville, NY)",25,158
"Z13323 (Clinton, NY)",241,3809
"Z13324 (Cold Brook, NY)",16,28
"Z13325 (Constableville, NY)",18,76
"Z13326 (Cooperstown, NY)",222,4708
"Z13327 (Croghan, NY)",47,184
"Z13328 (Deansboro, NY)",16,b
"Z13329 (Dolgeville, NY)",67,508
"Z13331 (Eagle Bay, NY)",23,81
"Z13332 (Earlville, NY)",37,102
"Z13333 (East Springfield, NY)",2,a
"Z13334 (Eaton, NY)",6,11
"Z13335 (Edmeston, NY)",30,g
"Z13337 (Fly Creek, NY)",20,74
"Z13338 (Forestport, NY)",22,237
"Z13339 (Fort Plain, NY)",91,416
"Z13340 (Frankfort, NY)",125,1452
"Z13341 (Franklin Springs, NY)",2,b
"Z13342 (Garrattsville, NY)",3,a
"Z13343 (Glenfield, NY)",19,88
"Z13345 (Greig, NY)",2,a
"Z13346 (Hamilton, NY)",150,3557
"Z13348 (Hartwick, NY)",22,111
"Z13350 (Herkimer, NY)",274,3708
"Z13352 (Hinckley, NY)",2,b
"Z13353 (Hoffmeister, NY)",2,a
"Z13354 (Holland Patent, NY)",34,176
"Z13355 (Hubbardsville, NY)",4,11
"Z13357 (Ilion, NY)",128,2026
"Z13360 (Inlet, NY)",30,86
"Z13361 (Jordanville, NY)",5,b
"Z13362 (Knoxboro, NY)",3,b
"Z13363 (Lee Center, NY)",21,115
"Z13364 (Leonardsville, NY)",4,a
"Z13365 (Little Falls, NY)",149,1809
"Z13367 (Lowville, NY)",226,2816
"Z13368 (Lyons Falls, NY)",37,409
"Z13401 (Mc Connellsville, NY)",9,e
"Z13402 (Madison, NY)",25,133
"Z13403 (Marcy, NY)",127,3310
"Z13404 (Martinsburg, NY)",6,11
"Z13406 (Middleville, NY)",10,40
"Z13407 (Mohawk, NY)",63,505
"Z13408 (Morrisville, NY)",57,859
"Z13409 (Munnsville, NY)",29,e
"Z13410 (Nelliston, NY)",12,136
"Z13411 (New Berlin, NY)",47,748
"Z13413 (New Hartford, NY)",670,15006
"Z13416 (Newport, NY)",34,158
"Z13417 (New York Mills, NY)",81,1094
"Z13418 (North Brookfield, NY)",1,a
"Z13420 (Old Forge, NY)",115,649
"Z13421 (Oneida, NY)",366,5257
"Z13424 (Oriskany, NY)",74,3548
"Z13425 (Oriskany Falls, NY)",32,304
"Z13426 (Orwell, NY)",3,a
"Z13428 (Palatine Bridge, NY)",48,677
"Z13431 (Poland, NY)",31,115
"Z13433 (Port Leyden, NY)",22,83
"Z13435 (Prospect, NY)",7,15
"Z13436 (Raquette Lake, NY)",11,67
"Z13437 (Redfield, NY)",10,b
"Z13438 (Remsen, NY)",40,116
"Z13439 (Richfield Springs, NY)",75,327
"Z13440 (Rome, NY)",735,9796
"Z13441 (Rome, NY)",69,2215
"Z13442 (Rome, NY)",14,185
"Z13449 (Rome, NY)",1,a
"Z13450 (Roseboom, NY)",5,7
"Z13452 (Saint Johnsville, NY)",62,696
"Z13454 (Salisbury Center, NY)",9,57
"Z13455 (Sangerfield, NY)",8,c
"Z13456 (Sauquoit, NY)",53,248
"Z13457 (Schuyler Lake, NY)",5,8
"Z13459 (Sharon Springs, NY)",43,f
"Z13460 (Sherburne, NY)",78,1161
"Z13461 (Sherrill, NY)",58,331
"Z13464 (Smyrna, NY)",9,46
"Z13465 (Solsville, NY)",1,a
"Z13468 (Springfield Center, NY)",11,b
"Z13469 (Stittville, NY)",9,35
"Z13470 (Stratford, NY)",4,45
"Z13471 (Taberg, NY)",24,80
"Z13472 (Thendara, NY)",20,49
"Z13473 (Turin, NY)",24,144
"Z13475 (Van Hornesville, NY)",2,a
"Z13476 (Vernon, NY)",68,688
"Z13477 (Vernon Center, NY)",14,58
"Z13478 (Verona, NY)",48,h
"Z13479 (Washington Mills, NY)",11,154
"Z13480 (Waterville, NY)",66,508
"Z13482 (West Burlington, NY)",1,a
"Z13483 (Westdale, NY)",2,a
"Z13484 (West Eaton, NY)",3,8
"Z13485 (West Edmeston, NY)",5,a
"Z13486 (Westernville, NY)",13,75
"Z13488 (Westford, NY)",3,a
"Z13489 (West Leyden, NY)",8,20
"Z13490 (Westmoreland, NY)",48,f
"Z13491 (West Winfield, NY)",44,278
"Z13492 (Whitesboro, NY)",163,1397
"Z13493 (Williamstown, NY)",19,265
"Z13494 (Woodgate, NY)",9,28
"Z13495 (Yorkville, NY)",93,1269
"Z13501 (Utica, NY)",678,13813
"Z13502 (Utica, NY)",816,18031
"Z13503 (Utica, NY)",24,464
"Z13504 (Utica, NY)",5,19
"Z13601 (Watertown, NY)",1251,20253
"Z13602 (Fort Drum, NY)",58,1146
"Z13603 (Watertown, NY)",5,37
"Z13605 (Adams, NY)",82,802
"Z13606 (Adams Center, NY)",38,288
"Z13607 (Alexandria Bay, NY)",132,723
"Z13608 (Antwerp, NY)",15,36
"Z13611 (Belleville, NY)",8,b
"Z13612 (Black River, NY)",32,126
"Z13613 (Brasher Falls, NY)",18,99
"Z13614 (Brier Hill, NY)",13,b
"Z13615 (Brownville, NY)",20,127
"Z13616 (Calcium, NY)",14,c
"Z13617 (Canton, NY)",256,4917
"Z13618 (Cape Vincent, NY)",43,129
"Z13619 (Carthage, NY)",164,2003
"Z13620 (Castorland, NY)",31,142
"Z13621 (Chase Mills, NY)",5,22
"Z13622 (Chaumont, NY)",33,168
"Z13623 (Chippewa Bay, NY)",2,a
"Z13624 (Clayton, NY)",174,808
"Z13625 (Colton, NY)",17,138
"Z13626 (Copenhagen, NY)",27,96
"Z13627 (Deer River, NY)",6,23
"Z13628 (Deferiet, NY)",1,a
"Z13630 (De Kalb Junction, NY)",22,62
"Z13631 (Denmark, NY)",1,a
"Z13632 (Depauville, NY)",5,48
"Z13633 (De Peyster, NY)",2,a
"Z13634 (Dexter, NY)",37,193
"Z13635 (Edwards, NY)",16,56
"Z13636 (Ellisburg, NY)",6,23
"Z13637 (Evans Mills, NY)",72,854
"Z13638 (Felts Mills, NY)",7,70
"Z13639 (Fine, NY)",5,15
"Z13640 (Wellesley Island, NY)",17,78
"Z13641 (Fishers Landing, NY)",4,8
"Z13642 (Gouverneur, NY)",192,2210
"Z13643 (Great Bend, NY)",7,47
"Z13645 (Hailesboro, NY)",5,37
"Z13646 (Hammond, NY)",34,98
"Z13647 (Hannawa Falls, NY)",7,41
"Z13648 (Harrisville, NY)",29,211
"Z13649 (Helena, NY)",3,a
"Z13650 (Henderson, NY)",18,64
"Z13651 (Henderson Harbor, NY)",11,24
"Z13652 (Hermon, NY)",9,36
"Z13654 (Heuvelton, NY)",28,174
"Z13655 (Hogansburg, NY)",31,1227
"Z13656 (La Fargeville, NY)",36,372
"Z13658 (Lisbon, NY)",23,156
"Z13659 (Lorraine, NY)",3,a
"Z13660 (Madrid, NY)",22,79
"Z13661 (Mannsville, NY)",24,62
"Z13662 (Massena, NY)",415,5408
"Z13664 (Morristown, NY)",14,57
"Z13665 (Natural Bridge, NY)",6,22
"Z13666 (Newton Falls, NY)",2,b
"Z13667 (Norfolk, NY)",30,213
"Z13668 (Norwood, NY)",54,421
"Z13669 (Ogdensburg, NY)",304,4612
"Z13670 (Oswegatchie, NY)",5,13
"Z13671 (Oxbow, NY)",1,a
"Z13672 (Parishville, NY)",9,28
"Z13673 (Philadelphia, NY)",25,135
"Z13674 (Pierrepont Manor, NY)",6,b
"Z13675 (Plessis, NY)",6,a
"Z13676 (Potsdam, NY)",345,5126
"Z13678 (Raymondville, NY)",1,a
"Z13679 (Redwood, NY)",25,62
"Z13680 (Rensselaer Falls, NY)",5,46
"Z13681 (Richville, NY)",9,a
"Z13682 (Rodman, NY)",7,a
"Z13683 (Rooseveltown, NY)",5,a
"Z13684 (Russell, NY)",6,b
"Z13685 (Sackets Harbor, NY)",32,424
"Z13687 (South Colton, NY)",5,28
"Z13690 (Star Lake, NY)",19,c
"Z13691 (Theresa, NY)",35,c
"Z13692 (Thousand Island Park, NY)",7,25
"Z13693 (Three Mile Bay, NY)",9,8
"Z13694 (Waddington, NY)",28,203
"Z13695 (Wanakena, NY)",3,a
"Z13696 (West Stockholm, NY)",4,4
"Z13697 (Winthrop, NY)",23,78
"Z13699 (Potsdam, NY)",4,g
"Z13730 (Afton, NY)",50,463
"Z13731 (Andes, NY)",27,82
"Z13732 (Apalachin, NY)",106,985
"Z13733 (Bainbridge, NY)",81,423
"Z13734 (Barton, NY)",8,22
"Z13736 (Berkshire, NY)",18,34
"Z13738 (Blodgett Mills, NY)",2,a
"Z13739 (Bloomville, NY)",11,23
"Z13740 (Bovina Center, NY)",15,b
"Z13743 (Candor, NY)",48,795
"Z13744 (Castle Creek, NY)",6,b
"Z13745 (Chenango Bridge, NY)",14,178
"Z13746 (Chenango Forks, NY)",28,154
"Z13747 (Colliersville, NY)",5,195
"Z13748 (Conklin, NY)",69,2314
"Z13750 (Davenport, NY)",10,43
"Z13751 (Davenport Center, NY)",5,b
"Z13752 (Delancey, NY)",4,4
"Z13753 (Delhi, NY)",151,2028
"Z13754 (Deposit, NY)",82,632
"Z13755 (Downsville, NY)",23,69
"Z13756 (East Branch, NY)",9,52
"Z13757 (East Meredith, NY)",11,b
"Z13758 (East Pharsalia, NY)",1,a
"Z13760 (Endicott, NY)",806,11683
"Z13761 (Endicott, NY)",3,33
"Z13762 (Endwell, NY)",1,a
"Z13763 (Endicott, NY)",4,b
"Z13774 (Fishs Eddy, NY)",3,33
"Z13775 (Franklin, NY)",23,75
"Z13776 (Gilbertsville, NY)",12,b
"Z13777 (Glen Aubrey, NY)",4,11
"Z13778 (Greene, NY)",139,g
"Z13780 (Guilford, NY)",9,28
"Z13782 (Hamden, NY)",13,158
"Z13783 (Hancock, NY)",67,539
"Z13784 (Harford, NY)",8,19
"Z13786 (Harpersfield, NY)",5,20
"Z13787 (Harpursville, NY)",28,120
"Z13788 (Hobart, NY)",24,f
"Z13790 (Johnson City, NY)",576,13011
"Z13794 (Killawog, NY)",2,a
"Z13795 (Kirkwood, NY)",56,1400
"Z13796 (Laurens, NY)",15,b
"Z13797 (Lisle, NY)",15,31
"Z13801 (Mc Donough, NY)",13,b
"Z13802 (Maine, NY)",16,95
"Z13803 (Marathon, NY)",55,561
"Z13804 (Masonville, NY)",11,39
"Z13807 (Milford, NY)",35,160
"Z13808 (Morris, NY)",31,c
"Z13809 (Mount Upton, NY)",12,b
"Z13810 (Mount Vision, NY)",9,a
"Z13811 (Newark Valley, NY)",53,222
"Z13812 (Nichols, NY)",43,715
"Z13813 (Nineveh, NY)",11,108
"Z13814 (North Norwich, NY)",8,42
"Z13815 (Norwich, NY)",386,6082
"Z13820 (Oneonta, NY)",701,11323
"Z13825 (Otego, NY)",40,155
"Z13827 (Owego, NY)",311,i
"Z13830 (Oxford, NY)",62,334
"Z13832 (Plymouth, NY)",5,4
"Z13833 (Port Crane, NY)",36,198
"Z13834 (Portlandville, NY)",1,b
"Z13835 (Richford, NY)",9,27
"Z13838 (Sidney, NY)",148,3610
"Z13839 (Sidney Center, NY)",9,b
"Z13840 (Smithboro, NY)",2,a
"Z13841 (Smithville Flats, NY)",8,36
"Z13842 (South Kortright, NY)",7,b
"Z13843 (South New Berlin, NY)",17,50
"Z13844 (South Plymouth, NY)",3,a
"Z13845 (Tioga Center, NY)",7,b
"Z13846 (Treadwell, NY)",8,18
"Z13847 (Trout Creek, NY)",2,b
"Z13848 (Tunnel, NY)",1,a
"Z13849 (Unadilla, NY)",53,254
"Z13850 (Vestal, NY)",678,12101
"Z13851 (Vestal, NY)",12,130
"Z13856 (Walton, NY)",150,1158
"Z13859 (Wells Bridge, NY)",3,a
"Z13860 (West Davenport, NY)",2,a
"Z13861 (West Oneonta, NY)",11,76
"Z13862 (Whitney Point, NY)",82,852
"Z13863 (Willet, NY)",2,a
"Z13864 (Willseyville, NY)",5,3
"Z13865 (Windsor, NY)",80,371
"Z13901 (Binghamton, NY)",621,10024
"Z13902 (Binghamton, NY)",61,2329
"Z13903 (Binghamton, NY)",274,3703
"Z13904 (Binghamton, NY)",222,4037
"Z13905 (Binghamton, NY)",558,8481
"Z14001 (Akron, NY)",166,2449
"Z14004 (Alden, NY)",210,1762
"Z14005 (Alexander, NY)",27,203
"Z14006 (Angola, NY)",145,1295
"Z14008 (Appleton, NY)",12,47
"Z14009 (Arcade, NY)",156,3389
"Z14010 (Athol Springs, NY)",6,130
"Z14011 (Attica, NY)",99,656
"Z14012 (Barker, NY)",27,e
"Z14013 (Basom, NY)",18,147
"Z14020 (Batavia, NY)",706,10990
"Z14021 (Batavia, NY)",17,133
"Z14024 (Bliss, NY)",17,129
"Z14025 (Boston, NY)",48,279
"Z14026 (Bowmansville, NY)",52,479
"Z14027 (Brant, NY)",11,113
"Z14028 (Burt, NY)",18,192
"Z14029 (Centerville, NY)",2,a
"Z14030 (Chaffee, NY)",50,615
"Z14031 (Clarence, NY)",312,4196
"Z14032 (Clarence Center, NY)",163,1007
"Z14033 (Colden, NY)",55,187
"Z14034 (Collins, NY)",24,262
"Z14035 (Collins Center, NY)",5,13
"Z14036 (Corfu, NY)",74,613
"Z14037 (Cowlesville, NY)",21,76
"Z14038 (Crittenden, NY)",6,36
"Z14039 (Dale, NY)",2,a
"Z14040 (Darien Center, NY)",38,281
"Z14041 (Dayton, NY)",1,a
"Z14042 (Delevan, NY)",49,304
"Z14043 (Depew, NY)",683,12496
"Z14047 (Derby, NY)",106,1419
"Z14048 (Dunkirk, NY)",342,6767
"Z14051 (East Amherst, NY)",377,2559
"Z14052 (East Aurora, NY)",459,9486
"Z14054 (East Bethany, NY)",15,59
"Z14055 (East Concord, NY)",18,b
"Z14056 (East Pembroke, NY)",11,146
"Z14057 (Eden, NY)",144,802
"Z14058 (Elba, NY)",27,186
"Z14059 (Elma, NY)",227,2550
"Z14060 (Farmersville Station, NY)",1,b
"Z14061 (Farnham, NY)",7,b
"Z14062 (Forestville, NY)",30,c
"Z14063 (Fredonia, NY)",278,3991
"Z14065 (Freedom, NY)",18,81
"Z14066 (Gainesville, NY)",15,121
"Z14067 (Gasport, NY)",76,542
"Z14068 (Getzville, NY)",223,10104
"Z14069 (Glenwood, NY)",16,312
"Z14070 (Gowanda, NY)",104,1325
"Z14072 (Grand Island, NY)",362,4603
"Z14075 (Hamburg, NY)",880,9962
"Z14080 (Holland, NY)",90,478
"Z14081 (Irving, NY)",78,1192
"Z14082 (Java Center, NY)",11,52
"Z14083 (Java Village, NY)",6,15
"Z14085 (Lake View, NY)",60,281
"Z14086 (Lancaster, NY)",545,8895
"Z14091 (Lawtons, NY)",8,14
"Z14092 (Lewiston, NY)",244,3394
"Z14094 (Lockport, NY)",1110,14227
"Z14095 (Lockport, NY)",16,82
"Z14098 (Lyndonville, NY)",47,296
"Z14101 (Machias, NY)",19,b
"Z14102 (Marilla, NY)",18,54
"Z14103 (Medina, NY)",227,3879
"Z14105 (Middleport, NY)",85,591
"Z14107 (Model City, NY)",8,e
"Z14108 (Newfane, NY)",97,1025
"Z14109 (Niagara University, NY)",7,g
"Z14110 (North Boston, NY)",12,84
"Z14111 (North Collins, NY)",57,625
"Z14112 (North Evans, NY)",2,a
"Z14113 (North Java, NY)",17,193
"Z14120 (North Tonawanda, NY)",804,8231
"Z14125 (Oakfield, NY)",37,400
"Z14126 (Olcott, NY)",15,26
"Z14127 (Orchard Park, NY)",903,14716
"Z14129 (Perrysburg, NY)",6,b
"Z14130 (Pike, NY)",9,68
"Z14131 (Ransomville, NY)",65,489
"Z14132 (Sanborn, NY)",134,1410
"Z14133 (Sandusky, NY)",2,a
"Z14134 (Sardinia, NY)",16,c
"Z14135 (Sheridan, NY)",9,46
"Z14136 (Silver Creek, NY)",88,1053
"Z14138 (South Dayton, NY)",32,218
"Z14139 (South Wales, NY)",33,194
"Z14140 (Spring Brook, NY)",4,b
"Z14141 (Springville, NY)",228,3112
"Z14143 (Stafford, NY)",26,c
"Z14144 (Stella Niagara, NY)",5,122
"Z14145 (Strykersville, NY)",33,207
"Z14150 (Tonawanda, NY)",1057,20408
"Z14151 (Tonawanda, NY)",5,84
"Z14166 (Van Buren Point, NY)",1,a
"Z14167 (Varysburg, NY)",22,164
"Z14169 (Wales Center, NY)",7,120
"Z14170 (West Falls, NY)",40,246
"Z14171 (West Valley, NY)",28,108
"Z14172 (Wilson, NY)",58,e
"Z14173 (Yorkshire, NY)",29,258
"Z14174 (Youngstown, NY)",89,435
"Z14201 (Buffalo, NY)",199,3024
"Z14202 (Buffalo, NY)",815,18909
"Z14203 (Buffalo, NY)",528,18295
"Z14204 (Buffalo, NY)",189,2977
"Z14205 (Buffalo, NY)",4,b
"Z14206 (Buffalo, NY)",449,7492
"Z14207 (Buffalo, NY)",489,9094
"Z14208 (Buffalo, NY)",97,3046
"Z14209 (Buffalo, NY)",291,9126
"Z14210 (Buffalo, NY)",310,13148
"Z14211 (Buffalo, NY)",238,2881
"Z14212 (Buffalo, NY)",169,1361
"Z14213 (Buffalo, NY)",278,3702
"Z14214 (Buffalo, NY)",322,9186
"Z14215 (Buffalo, NY)",424,9162
"Z14216 (Buffalo, NY)",441,4619
"Z14217 (Buffalo, NY)",559,8151
"Z14218 (Buffalo, NY)",298,4174
"Z14219 (Buffalo, NY)",394,7523
"Z14220 (Buffalo, NY)",316,8042
"Z14221 (Buffalo, NY)",2411,42820
"Z14222 (Buffalo, NY)",337,3912
"Z14223 (Buffalo, NY)",327,4101
"Z14224 (Buffalo, NY)",991,13808
"Z14225 (Buffalo, NY)",1223,27539
"Z14226 (Buffalo, NY)",1102,16455
"Z14227 (Buffalo, NY)",450,8855
"Z14228 (Buffalo, NY)",699,17026
"Z14231 (Buffalo, NY)",12,239
"Z14240 (Buffalo, NY)",22,2551
"Z14260 (Buffalo, NY)",14,1635
"Z14261 (Buffalo, NY)",10,f
"Z14263 (Buffalo, NY)",9,h
"Z14270 (Buffalo, NY)",1,b
"Z14272 (Buffalo, NY)",1,a
"Z14273 (Buffalo, NY)",2,g
"Z14301 (Niagara Falls, NY)",315,3763
"Z14302 (Niagara Falls, NY)",36,1065
"Z14303 (Niagara Falls, NY)",184,5303
"Z14304 (Niagara Falls, NY)",845,11811
"Z14305 (Niagara Falls, NY)",244,2710
"Z14410 (Adams Basin, NY)",2,b
"Z14411 (Albion, NY)",244,3468
"Z14413 (Alton, NY)",6,c
"Z14414 (Avon, NY)",165,2405
"Z14415 (Bellona, NY)",2,a
"Z14416 (Bergen, NY)",72,643
"Z14418 (Branchport, NY)",22,b
"Z14420 (Brockport, NY)",378,5140
"Z14422 (Byron, NY)",26,220
"Z14423 (Caledonia, NY)",92,786
"Z14424 (Canandaigua, NY)",740,12522
"Z14425 (Farmington, NY)",174,2429
"Z14427 (Castile, NY)",33,162
"Z14428 (Churchville, NY)",124,950
"Z14429 (Clarendon, NY)",2,b
"Z14430 (Clarkson, NY)",6,c
"Z14432 (Clifton Springs, NY)",98,2088
"Z14433 (Clyde, NY)",63,885
"Z14435 (Conesus, NY)",36,87
"Z14437 (Dansville, NY)",208,2119
"Z14441 (Dresden, NY)",10,93
"Z14443 (East Bloomfield, NY)",6,11
"Z14445 (East Rochester, NY)",280,3753
"Z14449 (East Williamson, NY)",3,a
"Z14450 (Fairport, NY)",956,13459
"Z14452 (Fancher, NY)",3,a
"Z14453 (Fishers, NY)",18,290
"Z14454 (Geneseo, NY)",231,3128
"Z14456 (Geneva, NY)",504,9784
"Z14461 (Gorham, NY)",14,69
"Z14462 (Groveland, NY)",7,8
"Z14463 (Hall, NY)",11,172
"Z14464 (Hamlin, NY)",75,538
"Z14466 (Hemlock, NY)",20,70
"Z14467 (Henrietta, NY)",172,2762
"Z14468 (Hilton, NY)",232,1310
"Z14469 (Bloomfield, NY)",135,1193
"Z14470 (Holley, NY)",102,669
"Z14471 (Honeoye, NY)",64,458
"Z14472 (Honeoye Falls, NY)",192,1672
"Z14475 (Ionia, NY)",8,26
"Z14476 (Kendall, NY)",18,78
"Z14477 (Kent, NY)",15,53
"Z14478 (Keuka Park, NY)",14,790
"Z14479 (Knowlesville, NY)",4,a
"Z14480 (Lakeville, NY)",55,528
"Z14481 (Leicester, NY)",34,209
"Z14482 (Le Roy, NY)",204,2391
"Z14485 (Lima, NY)",99,844
"Z14486 (Linwood, NY)",3,17
"Z14487 (Livonia, NY)",91,556
"Z14488 (Livonia Center, NY)",2,a
"Z14489 (Lyons, NY)",125,1065
"Z14502 (Macedon, NY)",220,3195
"Z14504 (Manchester, NY)",23,493
"Z14505 (Marion, NY)",72,f
"Z14506 (Mendon, NY)",71,576
"Z14507 (Middlesex, NY)",25,95
"Z14508 (Morton, NY)",2,a
"Z14510 (Mount Morris, NY)",95,1415
"Z14511 (Mumford, NY)",9,b
"Z14512 (Naples, NY)",104,550
"Z14513 (Newark, NY)",325,5506
"Z14514 (North Chili, NY)",95,946
"Z14515 (North Greece, NY)",6,43
"Z14516 (North Rose, NY)",28,176
"Z14517 (Nunda, NY)",50,305
"Z14518 (Oaks Corners, NY)",5,c
"Z14519 (Ontario, NY)",229,2349
"Z14520 (Ontario Center, NY)",3,a
"Z14521 (Ovid, NY)",57,319
"Z14522 (Palmyra, NY)",176,1721
"Z14525 (Pavilion, NY)",44,437
"Z14526 (Penfield, NY)",400,4060
"Z14527 (Penn Yan, NY)",340,3421
"Z14529 (Perkinsville, NY)",2,a
"Z14530 (Perry, NY)",125,1087
"Z14532 (Phelps, NY)",105,1344
"Z14533 (Piffard, NY)",25,317
"Z14534 (Pittsford, NY)",949,11084
"Z14536 (Portageville, NY)",9,28
"Z14537 (Port Gibson, NY)",3,b
"Z14538 (Pultneyville, NY)",7,31
"Z14539 (Retsof, NY)",7,73
"Z14541 (Romulus, NY)",27,531
"Z14542 (Rose, NY)",5,a
"Z14543 (Rush, NY)",69,697
"Z14544 (Rushville, NY)",22,c
"Z14545 (Scottsburg, NY)",1,c
"Z14546 (Scottsville, NY)",102,1481
"Z14547 (Seneca Castle, NY)",7,30
"Z14548 (Shortsville, NY)",56,e
"Z14549 (Silver Lake, NY)",3,a
"Z14550 (Silver Springs, NY)",25,e
"Z14551 (Sodus, NY)",102,1278
"Z14555 (Sodus Point, NY)",29,103
"Z14556 (Sonyea, NY)",1,a
"Z14557 (South Byron, NY)",1,a
"Z14558 (South Lima, NY)",1,a
"Z14559 (Spencerport, NY)",339,2443
"Z14560 (Springwater, NY)",18,31
"Z14561 (Stanley, NY)",29,109
"Z14563 (Union Hill, NY)",4,b
"Z14564 (Victor, NY)",673,12259
"Z14568 (Walworth, NY)",77,344
"Z14569 (Warsaw, NY)",179,2357
"Z14571 (Waterport, NY)",15,b
"Z14572 (Wayland, NY)",71,g
"Z14580 (Webster, NY)",1116,21547
"Z14585 (West Bloomfield, NY)",14,88
"Z14586 (West Henrietta, NY)",129,10671
"Z14588 (Willard, NY)",1,a
"Z14589 (Williamson, NY)",116,1418
"Z14590 (Wolcott, NY)",103,718
"Z14591 (Wyoming, NY)",23,193
"Z14592 (York, NY)",11,69
"Z14602 (Rochester, NY)",10,138
"Z14603 (Rochester, NY)",15,128
"Z14604 (Rochester, NY)",395,9664
"Z14605 (Rochester, NY)",247,5172
"Z14606 (Rochester, NY)",656,14141
"Z14607 (Rochester, NY)",691,10622
"Z14608 (Rochester, NY)",297,5645
"Z14609 (Rochester, NY)",569,5846
"Z14610 (Rochester, NY)",324,5969
"Z14611 (Rochester, NY)",381,5307
"Z14612 (Rochester, NY)",388,4468
"Z14613 (Rochester, NY)",190,2589
"Z14614 (Rochester, NY)",427,7140
"Z14615 (Rochester, NY)",313,8591
"Z14616 (Rochester, NY)",302,3293
"Z14617 (Rochester, NY)",295,2408
"Z14618 (Rochester, NY)",809,14517
"Z14619 (Rochester, NY)",82,570
"Z14620 (Rochester, NY)",423,21262
"Z14621 (Rochester, NY)",516,12766
"Z14622 (Rochester, NY)",242,2759
"Z14623 (Rochester, NY)",1513,44300
"Z14624 (Rochester, NY)",1067,22533
"Z14625 (Rochester, NY)",425,6808
"Z14626 (Rochester, NY)",723,14948
"Z14627 (Rochester, NY)",20,j
"Z14638 (Rochester, NY)",3,b
"Z14639 (Rochester, NY)",5,b
"Z14642 (Rochester, NY)",6,51
"Z14643 (Rochester, NY)",7,f
"Z14644 (Rochester, NY)",11,38
"Z14646 (Rochester, NY)",3,e
"Z14647 (Rochester, NY)",6,g
"Z14649 (Rochester, NY)",3,c
"Z14650 (Rochester, NY)",9,g
"Z14652 (Rochester, NY)",11,605
"Z14653 (Rochester, NY)",2,e
"Z14692 (Rochester, NY)",11,g
"Z14694 (Rochester, NY)",4,f
"Z14701 (Jamestown, NY)",948,14638
"Z14702 (Jamestown, NY)",24,531
"Z14706 (Allegany, NY)",112,1231
"Z14709 (Angelica, NY)",29,165
"Z14710 (Ashville, NY)",50,300
"Z14711 (Belfast, NY)",25,165
"Z14712 (Bemus Point, NY)",59,255
"Z14714 (Black Creek, NY)",1,a
"Z14715 (Bolivar, NY)",49,347
"Z14716 (Brocton, NY)",23,157
"Z14717 (Caneadea, NY)",5,6
"Z14718 (Cassadaga, NY)",27,309
"Z14719 (Cattaraugus, NY)",44,322
"Z14720 (Celoron, NY)",13,70
"Z14721 (Ceres, NY)",3,a
"Z14722 (Chautauqua, NY)",32,c
"Z14723 (Cherry Creek, NY)",18,181
"Z14724 (Clymer, NY)",42,1159
"Z14726 (Conewango Valley, NY)",8,c
"Z14727 (Cuba, NY)",91,1003
"Z14728 (Dewittville, NY)",14,62
"Z14729 (East Otto, NY)",14,43
"Z14730 (East Randolph, NY)",5,b
"Z14731 (Ellicottville, NY)",109,1533
"Z14732 (Ellington, NY)",7,22
"Z14733 (Falconer, NY)",139,2884
"Z14735 (Fillmore, NY)",31,168
"Z14736 (Findley Lake, NY)",22,76
"Z14737 (Franklinville, NY)",53,334
"Z14738 (Frewsburg, NY)",57,587
"Z14739 (Friendship, NY)",22,b
"Z14740 (Gerry, NY)",15,341
"Z14741 (Great Valley, NY)",34,93
